post_id,view_count,like_count,comment_count,collect_count,dislike_count,hot_val,hot_rank,hot_score,final_hot_score,quality_score,update_time
p_ext_000860,941,148,44,65,13,258.8,547,258.8,3.2364,0.0905,2026-06-03 12:51:57
p_ext_000621,1601,267,52,93,29,434.5,548,434.5,3.2236,0.0848,2026-06-03 12:51:57
p_ext_001489,351,15,11,20,5,82.0,549,82.0,3.2234,0.0415,2026-06-03 12:51:57
p_ext_001227,497,44,54,8,1,130.4,550,130.4,3.2211,0.0688,2026-06-03 12:51:57
p_ext_000410,694,78,36,23,10,177.6,551,177.6,3.2129,0.0636,2026-06-03 12:51:57
p_ext_000146,386,41,2,12,4,92.5,552,92.5,3.2046,0.0475,2026-06-03 12:51:57
p_ext_000126,344,48,8,2,1,86.0,553,86.0,3.2024,0.0573,2026-06-03 12:51:57
p_ext_000765,795,25,46,51,15,190.5,554,190.5,3.2017,0.047,2026-06-03 12:51:57
p_ext_000877,616,38,59,7,8,153.7,555,153.7,3.1967,0.0517,2026-06-03 12:51:57
p_ext_001978,507,74,37,29,4,140.5,556,140.5,3.1853,0.0914,2026-06-03 12:51:57
p_ext_001217,697,106,6,50,13,183.0,557,183.0,3.1838,0.0772,2026-06-03 12:51:57
p_ext_000157,552,27,60,33,2,143.1,558,143.1,3.1795,0.0699,2026-06-03 12:51:57
p_ext_000714,392,32,17,11,6,95.3,559,95.3,3.1777,0.0483,2026-06-03 12:51:57
p_ext_000409,1063,18,87,41,4,252.3,560,252.3,3.1743,0.0432,2026-06-03 12:51:57
p_ext_001599,1643,102,58,60,27,388.6,561,388.6,3.1725,0.0418,2026-06-03 12:51:57
p_ext_001360,161,16,3,8,3,39.5,562,39.5,3.1547,0.054,2026-06-03 12:51:57
p_ext_001771,1952,133,233,66,5,513.4,563,513.4,3.152,0.071,2026-06-03 12:51:57
p_ext_000286,383,22,10,9,4,88.0,564,88.0,3.1486,0.0341,2026-06-03 12:51:57
p_ext_001337,2465,27,58,8,21,520.1,565,520.1,3.1434,0.0103,2026-06-03 12:51:57
p_ext_001213,476,15,16,23,4,109.1,566,109.1,3.0964,0.0363,2026-06-03 12:51:57
p_ext_000442,1945,174,45,120,25,478.7,567,478.7,3.0909,0.0573,2026-06-03 12:51:57
p_ext_000959,892,74,95,15,5,232.1,568,232.1,3.0828,0.0658,2026-06-03 12:51:57
p_ext_001667,645,101,60,26,4,182.5,569,182.5,3.0772,0.0956,2026-06-03 12:51:57
p_ext_000511,474,62,42,9,0,127.8,570,127.8,3.0737,0.079,2026-06-03 12:51:57
p_ext_001648,1699,295,28,79,4,452.5,571,452.5,3.0682,0.0815,2026-06-03 12:51:57
p_ext_000732,905,36,63,10,15,212.7,572,212.7,3.0617,0.0354,2026-06-03 12:51:57
p_ext_000181,737,103,43,50,14,201.2,573,201.2,3.056,0.0864,2026-06-03 12:51:57
p_ext_001274,435,15,48,21,8,110.1,574,110.1,3.0538,0.0584,2026-06-03 12:51:57
p_ext_000755,768,113,70,22,6,212.9,575,212.9,3.053,0.0873,2026-06-03 12:51:57
p_ext_001206,592,58,45,45,9,158.3,576,158.3,3.0338,0.0807,2026-06-03 12:51:57
p_ext_000152,734,122,9,29,0,191.9,577,191.9,3.03,0.0757,2026-06-03 12:51:57
p_ext_001017,818,31,64,12,5,194.5,578,194.5,3.0215,0.0406,2026-06-03 12:51:57
p_ext_001696,231,29,22,2,3,61.9,579,61.9,3.0058,0.0729,2026-06-03 12:51:57
p_ext_000124,210,13,20,1,0,52.1,580,52.1,3.001,0.0519,2026-06-03 12:51:57
p_ext_001958,1023,107,56,49,15,263.3,581,263.3,2.9918,0.0669,2026-06-03 12:51:57
p_ext_000446,422,62,3,25,6,108.9,582,108.9,2.9844,0.0714,2026-06-03 12:51:57
p_ext_000241,737,88,42,37,14,193.8,583,193.8,2.9833,0.0727,2026-06-03 12:51:57
p_ext_001244,435,56,13,5,1,108.7,584,108.7,2.9656,0.0576,2026-06-03 12:51:57
p_ext_001638,1190,173,134,79,11,345.9,585,345.9,2.9649,0.1061,2026-06-03 12:51:57
p_ext_001003,1210,21,6,66,4,263.3,586,263.3,2.9649,0.026,2026-06-03 12:51:57
p_ext_000958,376,18,37,3,6,92.3,587,92.3,2.9563,0.0459,2026-06-03 12:51:57
p_ext_000507,1258,60,141,71,3,326.1,588,326.1,2.9552,0.0696,2026-06-03 12:51:57
p_ext_001447,408,52,44,5,4,111.4,589,111.4,2.9438,0.0793,2026-06-03 12:51:57
p_ext_001868,873,99,33,3,16,214.8,590,214.8,2.9434,0.0486,2026-06-03 12:51:57
p_ext_000916,590,7,3,37,6,128.4,591,128.4,2.9427,0.0256,2026-06-03 12:51:57
p_ext_000248,348,47,36,0,0,94.5,592,94.5,2.9383,0.0783,2026-06-03 12:51:57
p_ext_001269,316,21,14,1,5,73.9,593,73.9,2.9206,0.0345,2026-06-03 12:51:57
p_ext_001093,1945,106,109,8,0,455.1,594,455.1,2.9198,0.0373,2026-06-03 12:51:57
p_ext_001604,879,14,78,44,13,212.2,595,212.2,2.9159,0.0468,2026-06-03 12:51:57
p_ext_000656,163,17,18,8,0,44.7,596,44.7,2.9106,0.0868,2026-06-03 12:51:57
p_ext_001773,249,37,27,8,2,70.6,597,70.6,2.9101,0.0942,2026-06-03 12:51:57
p_ext_001325,639,104,20,16,8,168.2,598,168.2,2.8958,0.0726,2026-06-03 12:51:57
p_ext_000131,950,166,54,30,2,262.0,599,262.0,2.8892,0.0888,2026-06-03 12:51:57
p_ext_001890,1432,60,120,22,5,344.8,600,344.8,2.8794,0.0445,2026-06-03 12:51:57
p_ext_001192,675,10,51,26,9,158.5,601,158.5,2.8794,0.0387,2026-06-03 12:51:57
p_ext_001233,660,101,34,20,0,176.5,602,176.5,2.87,0.0796,2026-06-03 12:51:57
p_ext_000536,191,16,10,14,2,48.8,603,48.8,2.8685,0.0686,2026-06-03 12:51:57
p_ext_001052,475,33,37,32,6,122.4,604,122.4,2.8652,0.0687,2026-06-03 12:51:57
p_ext_001464,398,9,9,29,2,90.8,605,90.8,2.8512,0.0392,2026-06-03 12:51:57
p_ext_001991,912,139,107,31,4,262.4,606,262.4,2.851,0.0996,2026-06-03 12:51:57
p_ext_001340,679,74,56,8,10,176.4,607,176.4,2.8456,0.0641,2026-06-03 12:51:57
p_ext_001503,897,106,33,38,14,228.7,608,228.7,2.8341,0.0641,2026-06-03 12:51:57
p_ext_001852,886,133,87,69,15,257.0,609,257.0,2.8182,0.1059,2026-06-03 12:51:57
p_ext_001729,1351,16,53,14,23,293.7,610,293.7,2.8037,0.0161,2026-06-03 12:51:57
p_ext_000387,730,92,14,47,5,187.2,611,187.2,2.8002,0.071,2026-06-03 12:51:57
p_ext_000149,189,32,0,12,0,49.8,612,49.8,2.7992,0.0815,2026-06-03 12:51:57
p_ext_001568,181,15,2,1,0,41.5,613,41.5,2.7978,0.0343,2026-06-03 12:51:57
p_ext_001783,1230,54,15,89,1,284.5,614,284.5,2.7945,0.0442,2026-06-03 12:51:57
p_ext_000515,1682,260,113,40,1,456.3,615,456.3,2.7896,0.0825,2026-06-03 12:51:57
p_ext_000487,678,63,24,11,4,163.9,616,163.9,2.786,0.0476,2026-06-03 12:51:57
p_ext_000827,426,38,33,18,1,110.1,617,110.1,2.7836,0.0688,2026-06-03 12:51:57
p_ext_001000,283,5,16,15,4,65.9,618,65.9,2.7803,0.0389,2026-06-03 12:51:57
p_ext_001772,257,36,6,3,4,64.6,619,64.6,2.7759,0.057,2026-06-03 12:51:57
p_ext_001937,611,28,42,21,4,147.4,620,147.4,2.7699,0.0474,2026-06-03 12:51:57
p_ext_000517,726,30,14,39,9,166.2,621,166.2,2.7693,0.0366,2026-06-03 12:51:57
p_ext_000121,460,9,19,16,0,103.6,622,103.6,2.7652,0.0314,2026-06-03 12:51:57
p_ext_000703,589,33,28,25,0,141.1,623,141.1,2.7636,0.0487,2026-06-03 12:51:57
p_ext_000620,1622,289,177,117,25,487.6,624,487.6,2.7623,0.1173,2026-06-03 12:51:57
p_ext_001598,207,35,3,7,1,54.2,625,54.2,2.7569,0.0744,2026-06-03 12:51:57
p_ext_001566,362,17,30,7,1,87.9,626,87.9,2.7566,0.0475,2026-06-03 12:51:57
p_ext_001941,670,91,18,37,2,174.1,627,174.1,2.7515,0.0743,2026-06-03 12:51:57
p_ext_001670,536,38,14,7,4,124.2,628,124.2,2.7476,0.0357,2026-06-03 12:51:57
p_ext_001673,515,79,19,27,0,137.8,629,137.8,2.7449,0.0831,2026-06-03 12:51:57
p_ext_001541,1222,131,102,83,23,330.9,630,330.9,2.7348,0.0826,2026-06-03 12:51:57
p_ext_001725,775,48,66,39,1,197.0,631,197.0,2.7311,0.0646,2026-06-03 12:51:57
p_ext_000581,1557,157,59,67,26,389.6,632,389.6,2.7298,0.0584,2026-06-03 12:51:57
p_ext_001409,201,28,11,14,2,54.7,633,54.7,2.709,0.0876,2026-06-03 12:51:57
p_ext_001270,311,52,27,7,4,87.3,634,87.3,2.707,0.0899,2026-06-03 12:51:57
p_ext_001546,300,28,16,10,5,75.2,635,75.2,2.6972,0.057,2026-06-03 12:51:57
p_ext_000220,608,41,42,1,6,146.7,636,146.7,2.6718,0.0429,2026-06-03 12:51:57
p_ext_000229,174,15,5,12,3,43.2,637,43.2,2.6678,0.0595,2026-06-03 12:51:57
p_ext_000477,365,36,23,26,5,95.9,638,95.9,2.6617,0.0756,2026-06-03 12:51:57
p_ext_001220,392,26,45,21,1,103.9,639,103.9,2.6452,0.0759,2026-06-03 12:51:57
p_ext_001064,1511,160,133,4,23,390.9,640,390.9,2.6357,0.0614,2026-06-03 12:51:57
p_ext_001785,674,57,7,42,2,162.4,641,162.4,2.6354,0.0539,2026-06-03 12:51:57
p_ext_001167,557,85,26,21,7,148.9,642,148.9,2.6306,0.0781,2026-06-03 12:51:57
p_ext_000514,886,155,89,13,12,253.0,643,253.0,2.6234,0.0938,2026-06-03 12:51:57
p_ext_001099,810,8,10,29,11,173.2,644,173.2,2.6195,0.017,2026-06-03 12:51:57
p_ext_001136,1253,15,136,41,23,304.1,645,304.1,2.6169,0.0445,2026-06-03 12:51:57
p_ext_000626,1138,65,100,8,11,278.7,646,278.7,2.6093,0.0469,2026-06-03 12:51:57
p_ext_001973,210,13,12,2,1,49.9,647,49.9,2.6065,0.0412,2026-06-03 12:51:57
p_ext_001582,694,28,62,51,4,176.0,648,176.0,2.5962,0.0655,2026-06-03 12:51:57
p_ext_001561,1083,85,17,36,12,254.4,649,254.4,2.5928,0.0416,2026-06-03 12:51:57
p_ext_001979,675,95,43,8,10,178.0,650,178.0,2.5863,0.0696,2026-06-03 12:51:57
p_ext_000346,434,31,30,12,2,107.5,651,107.5,2.5857,0.0545,2026-06-03 12:51:57
p_ext_000846,95,9,8,3,0,24.7,652,24.7,2.5819,0.0695,2026-06-03 12:51:57
p_ext_000777,496,66,27,18,4,130.7,653,130.7,2.5755,0.074,2026-06-03 12:51:57
p_ext_000204,536,76,63,26,10,154.1,654,154.1,2.5557,0.0981,2026-06-03 12:51:57
p_ext_001082,477,57,56,32,5,135.7,655,135.7,2.551,0.0984,2026-06-03 12:51:57
p_ext_000613,430,41,31,28,0,113.2,656,113.2,2.5469,0.0778,2026-06-03 12:51:57
p_ext_000265,1773,272,34,14,22,449.2,657,449.2,2.5329,0.0597,2026-06-03 12:51:57
p_ext_001309,1136,109,47,44,6,282.8,658,282.8,2.5296,0.0585,2026-06-03 12:51:57
p_ext_001162,517,80,13,1,6,131.5,659,131.5,2.5265,0.0601,2026-06-03 12:51:57
p_ext_000166,255,8,28,6,1,63.0,660,63.0,2.5052,0.0514,2026-06-03 12:51:57
p_ext_000423,474,32,49,20,7,123.1,661,123.1,2.5034,0.0665,2026-06-03 12:51:57
p_ext_000384,385,61,1,23,2,100.2,662,100.2,2.5013,0.0761,2026-06-03 12:51:57
p_ext_000429,84,15,9,4,1,24.8,663,24.8,2.4982,0.1089,2026-06-03 12:51:57
p_ext_001911,1735,92,95,27,19,408.5,664,408.5,2.496,0.0382,2026-06-03 12:51:57
p_ext_000281,450,65,18,32,0,121.3,665,121.3,2.4942,0.0874,2026-06-03 12:51:57
p_ext_000506,497,44,28,36,4,128.2,666,128.2,2.4917,0.0716,2026-06-03 12:51:57
p_ext_001458,209,26,22,12,1,58.6,667,58.6,2.4682,0.0943,2026-06-03 12:51:57
p_ext_000125,858,67,42,63,1,216.9,668,216.9,2.4655,0.0675,2026-06-03 12:51:57
p_ext_000123,1288,96,111,89,1,337.5,669,337.5,2.4643,0.076,2026-06-03 12:51:57
p_ext_000801,287,16,6,7,1,65.4,670,65.4,2.4444,0.0336,2026-06-03 12:51:57
p_ext_001039,1430,52,17,20,14,310.7,671,310.7,2.4363,0.0192,2026-06-03 12:51:57
p_ext_001930,849,20,80,50,1,209.8,672,209.8,2.4333,0.0569,2026-06-03 12:51:57
p_ext_001838,276,28,12,8,1,68.8,673,68.8,2.4301,0.058,2026-06-03 12:51:57
p_ext_000464,701,88,51,23,3,186.5,674,186.5,2.4291,0.0764,2026-06-03 12:51:57
p_ext_000198,373,41,14,26,1,96.3,675,96.3,2.4245,0.0736,2026-06-03 12:51:57
p_ext_001656,1342,46,69,6,11,304.1,676,304.1,2.4211,0.0273,2026-06-03 12:51:57
p_ext_000218,1492,20,100,55,9,345.4,677,345.4,2.4153,0.0365,2026-06-03 12:51:57
p_ext_001358,722,99,79,39,8,205.6,678,205.6,2.4112,0.0975,2026-06-03 12:51:57
p_ext_001576,368,22,32,16,0,93.0,679,93.0,2.4102,0.0622,2026-06-03 12:51:57
p_ext_000178,853,52,42,59,6,210.6,680,210.6,2.4062,0.0589,2026-06-03 12:51:57
p_ext_001690,346,46,41,4,3,96.1,681,96.1,2.4055,0.0844,2026-06-03 12:51:57
p_ext_001210,640,112,3,4,2,163.3,682,163.3,2.3988,0.0642,2026-06-03 12:51:57
p_ext_001029,520,64,19,20,7,132.9,683,132.9,2.3943,0.0648,2026-06-03 12:51:57
p_ext_001675,500,41,32,27,3,127.3,684,127.3,2.3916,0.0656,2026-06-03 12:51:57
p_ext_000778,525,90,28,27,6,145.8,685,145.8,2.3907,0.0917,2026-06-03 12:51:57
p_ext_000133,347,10,11,14,0,78.5,686,78.5,2.3906,0.0337,2026-06-03 12:51:57
p_ext_001601,1455,22,97,57,28,338.1,687,338.1,2.3905,0.0352,2026-06-03 12:51:57
p_ext_001168,1221,152,115,12,16,326.7,688,326.7,2.3902,0.0726,2026-06-03 12:51:57
p_ext_001504,702,69,34,38,13,178.9,689,178.9,2.3837,0.0642,2026-06-03 12:51:57
p_ext_000416,210,15,22,13,1,55.7,690,55.7,2.3819,0.0771,2026-06-03 12:51:57
p_ext_001751,695,9,14,47,3,155.3,691,155.3,2.3774,0.0334,2026-06-03 12:51:57
p_ext_000432,1238,221,56,52,16,341.1,692,341.1,2.3647,0.0882,2026-06-03 12:51:57
p_ext_001655,356,21,12,9,5,82.9,693,82.9,2.3624,0.0368,2026-06-03 12:51:57
p_ext_000268,896,149,105,8,14,257.0,694,257.0,2.3507,0.0934,2026-06-03 12:51:57
p_ext_000867,320,17,5,14,0,73.4,695,73.4,2.3497,0.0386,2026-06-03 12:51:57
p_ext_001262,576,97,46,31,6,164.3,696,164.3,2.3486,0.0997,2026-06-03 12:51:57
p_ext_001287,734,47,34,37,12,178.5,697,178.5,2.3306,0.0507,2026-06-03 12:51:57
p_ext_000841,124,17,4,9,0,32.9,698,32.9,2.3211,0.0831,2026-06-03 12:51:57
p_ext_000871,449,72,10,19,0,118.2,699,118.2,2.3141,0.0776,2026-06-03 12:51:57
p_ext_001060,534,19,33,3,7,123.0,700,123.0,2.3089,0.0303,2026-06-03 12:51:57
p_ext_001209,594,98,13,2,10,152.5,701,152.5,2.306,0.0621,2026-06-03 12:51:57
p_ext_000583,298,50,6,4,4,77.2,702,77.2,2.3052,0.0668,2026-06-03 12:51:57
p_ext_000562,302,41,7,5,5,75.8,703,75.8,2.304,0.057,2026-06-03 12:51:57
p_ext_001570,654,95,20,32,12,171.7,704,171.7,2.3026,0.0735,2026-06-03 12:51:57
p_ext_001707,1558,218,54,38,29,400.8,705,400.8,2.2882,0.0642,2026-06-03 12:51:57
p_ext_000454,697,103,78,36,9,200.9,706,200.9,2.2865,0.1008,2026-06-03 12:51:57
p_ext_000303,1185,179,31,72,12,314.4,707,314.4,2.2848,0.08,2026-06-03 12:51:57
p_ext_001615,282,27,27,21,0,76.8,708,76.8,2.2831,0.0883,2026-06-03 12:51:57
p_ext_000250,495,74,43,39,3,141.9,709,141.9,2.2793,0.1047,2026-06-03 12:51:57
p_ext_001826,295,42,7,17,3,77.1,710,77.1,2.275,0.0751,2026-06-03 12:51:57
p_ext_001264,551,13,46,7,5,129.3,711,129.3,2.2745,0.0359,2026-06-03 12:51:57
p_ext_001226,245,25,19,18,4,65.8,712,65.8,2.269,0.0814,2026-06-03 12:51:57
p_ext_000975,420,40,33,30,7,111.9,713,111.9,2.2546,0.0786,2026-06-03 12:51:57
p_ext_000627,460,10,30,34,6,110.8,714,110.8,2.2535,0.0504,2026-06-03 12:51:57
p_ext_000698,396,33,23,28,0,101.6,715,101.6,2.2532,0.0713,2026-06-03 12:51:57
p_ext_001427,237,35,28,16,2,69.5,716,69.5,2.2415,0.1091,2026-06-03 12:51:57
p_ext_000316,694,119,56,17,2,194.7,717,194.7,2.2302,0.0922,2026-06-03 12:51:57
p_ext_001872,230,32,9,0,2,58.3,718,58.3,2.2272,0.0587,2026-06-03 12:51:57
p_ext_001874,284,5,23,13,4,67.8,719,67.8,2.2261,0.0437,2026-06-03 12:51:57
p_ext_000711,1062,96,63,22,17,264.5,720,264.5,2.2254,0.0535,2026-06-03 12:51:57
p_ext_000295,271,36,13,9,4,70.7,721,70.7,2.222,0.0696,2026-06-03 12:51:57
p_ext_000196,758,130,69,29,10,217.1,722,217.1,2.2204,0.0981,2026-06-03 12:51:57
p_ext_001944,668,103,38,25,4,180.9,723,180.9,2.2203,0.0829,2026-06-03 12:51:57
p_ext_001163,1620,157,58,38,26,396.1,724,396.1,2.2186,0.0497,2026-06-03 12:51:57
p_ext_000216,714,12,69,35,9,174.1,725,174.1,2.2184,0.0495,2026-06-03 12:51:57
p_ext_001970,1257,100,148,98,24,345.4,726,345.4,2.2171,0.0866,2026-06-03 12:51:57
p_ext_000872,767,136,82,8,1,220.4,727,220.4,2.2157,0.0975,2026-06-03 12:51:57
p_ext_000202,407,19,15,27,6,97.0,728,97.0,2.215,0.0477,2026-06-03 12:51:57
p_ext_001964,1127,90,91,46,20,288.9,729,288.9,2.2147,0.0629,2026-06-03 12:51:57
p_ext_001605,352,32,41,2,2,92.7,730,92.7,2.2103,0.0676,2026-06-03 12:51:57
p_ext_001943,864,89,67,33,9,226.2,731,226.2,2.21,0.0706,2026-06-03 12:51:57
p_ext_000720,737,98,72,51,6,208.6,732,208.6,2.2093,0.0984,2026-06-03 12:51:57
p_ext_001465,807,66,42,55,1,204.8,733,204.8,2.2084,0.0678,2026-06-03 12:51:57
p_ext_000763,189,22,19,6,1,51.3,734,51.3,2.208,0.081,2026-06-03 12:51:57
p_ext_001172,869,142,4,61,2,229.8,735,229.8,2.1876,0.0827,2026-06-03 12:51:57
p_ext_000896,773,46,25,36,5,183.1,736,183.1,2.1844,0.0455,2026-06-03 12:51:57
p_ext_001811,842,38,91,25,15,212.1,737,212.1,2.1836,0.055,2026-06-03 12:51:57
p_ext_000639,544,32,34,16,7,131.8,738,131.8,2.1793,0.0471,2026-06-03 12:51:57
p_ext_000324,345,20,39,13,6,89.3,739,89.3,2.1785,0.0639,2026-06-03 12:51:57
p_ext_001702,1036,127,69,28,12,271.6,740,271.6,2.1783,0.07,2026-06-03 12:51:57
p_ext_000937,540,22,28,2,5,123.4,741,123.4,2.1768,0.0293,2026-06-03 12:51:57
p_ext_000262,798,87,7,21,10,192.0,742,192.0,2.174,0.0475,2026-06-03 12:51:57
p_ext_001362,827,110,71,41,5,227.9,743,227.9,2.1604,0.0885,2026-06-03 12:51:57
p_ext_000917,344,61,14,14,3,94.1,744,94.1,2.1507,0.0868,2026-06-03 12:51:57
p_ext_001369,254,7,14,20,4,61.1,745,61.1,2.149,0.0506,2026-06-03 12:51:57
p_ext_001942,1450,104,167,76,26,386.5,746,386.5,2.1453,0.0744,2026-06-03 12:51:57
p_ext_001181,465,66,15,8,7,118.9,747,118.9,2.1351,0.0624,2026-06-03 12:51:57
p_ext_001131,879,67,26,8,6,205.3,748,205.3,2.132,0.0374,2026-06-03 12:51:57
p_ext_000128,453,4,23,18,6,102.3,749,102.3,2.1308,0.0296,2026-06-03 12:51:57
p_ext_001459,1418,33,43,111,15,328.6,750,328.6,2.1286,0.0425,2026-06-03 12:51:57
p_ext_000263,263,14,4,13,2,60.6,751,60.6,2.1227,0.039,2026-06-03 12:51:57
p_ext_000700,233,22,9,12,0,58.3,752,58.3,2.1122,0.0627,2026-06-03 12:51:57
p_ext_000190,441,22,16,2,1,100.0,753,100.0,2.1084,0.0295,2026-06-03 12:51:57
p_ext_001940,754,75,53,50,12,199.2,754,199.2,2.1061,0.0759,2026-06-03 12:51:57
p_ext_001215,175,9,12,9,1,43.1,755,43.1,2.1003,0.0554,2026-06-03 12:51:57
p_ext_000745,98,14,10,5,0,27.8,756,27.8,2.0858,0.0985,2026-06-03 12:51:57
p_ext_001307,842,26,71,63,1,210.1,757,210.1,2.083,0.0621,2026-06-03 12:51:57
p_ext_001971,661,114,46,52,8,190.6,758,190.6,2.0827,0.1064,2026-06-03 12:51:57
p_ext_001915,713,86,79,55,11,203.1,759,203.1,2.078,0.0994,2026-06-03 12:51:57
p_ext_001091,377,9,30,1,5,87.3,760,87.3,2.0763,0.0305,2026-06-03 12:51:57
p_ext_001816,265,23,25,18,3,71.0,761,71.0,2.0743,0.0802,2026-06-03 12:51:57
p_ext_001335,1109,77,47,44,6,267.8,762,267.8,2.0716,0.0498,2026-06-03 12:51:57
p_ext_000158,1214,47,129,43,21,304.2,763,304.2,2.0682,0.0544,2026-06-03 12:51:57
p_ext_001933,1489,33,155,44,13,363.0,764,363.0,2.0635,0.0476,2026-06-03 12:51:57
p_ext_001552,278,15,30,3,4,69.7,765,69.7,2.0565,0.0522,2026-06-03 12:51:57
p_ext_000987,111,4,9,7,1,27.5,766,27.5,2.0533,0.0572,2026-06-03 12:51:57
p_ext_000863,565,83,47,24,7,156.8,767,156.8,2.0522,0.0888,2026-06-03 12:51:57
p_ext_000670,625,25,5,9,2,135.8,768,135.8,2.0454,0.0208,2026-06-03 12:51:57
p_ext_001538,944,50,39,39,14,223.3,769,223.3,2.0449,0.0424,2026-06-03 12:51:57
p_ext_000472,925,152,77,49,1,263.5,770,263.5,2.0352,0.1008,2026-06-03 12:51:57
p_ext_001889,263,33,26,12,2,72.7,771,72.7,2.0314,0.088,2026-06-03 12:51:57
p_ext_001921,695,86,66,12,2,187.0,772,187.0,2.03,0.0773,2026-06-03 12:51:57
p_ext_000321,238,11,22,11,3,59.7,773,59.7,2.0281,0.0576,2026-06-03 12:51:57
p_ext_001962,359,38,36,11,5,96.2,774,96.2,2.0256,0.0751,2026-06-03 12:51:57
p_ext_001920,136,22,14,3,0,38.6,775,38.6,2.0223,0.0952,2026-06-03 12:51:57
p_ext_001768,489,36,15,1,0,113.3,776,113.3,2.0172,0.0357,2026-06-03 12:51:57
p_ext_000130,779,55,58,40,3,197.7,777,197.7,2.0172,0.0642,2026-06-03 12:51:57
p_ext_000288,530,93,3,20,9,138.8,778,138.8,2.0144,0.0729,2026-06-03 12:51:57
p_ext_001922,555,83,54,34,3,158.9,779,158.9,2.0143,0.1019,2026-06-03 12:51:57
p_ext_001697,225,14,8,5,3,52.6,780,52.6,2.0014,0.0376,2026-06-03 12:51:57
p_ext_000918,341,5,26,7,2,78.9,781,78.9,1.9999,0.034,2026-06-03 12:51:57
p_ext_001033,450,7,16,3,4,97.5,782,97.5,1.9966,0.0167,2026-06-03 12:51:57
p_ext_001297,121,19,12,5,0,34.5,783,34.5,1.9964,0.0992,2026-06-03 12:51:57
p_ext_001023,351,34,3,23,1,85.9,784,85.9,1.9907,0.0588,2026-06-03 12:51:57
p_ext_000835,227,3,17,15,2,54.4,785,54.4,1.9896,0.0485,2026-06-03 12:51:57
p_ext_000651,792,129,88,57,13,234.9,786,234.9,1.9888,0.1122,2026-06-03 12:51:57
p_ext_001689,1270,215,25,42,23,334.4,787,334.4,1.9878,0.0731,2026-06-03 12:51:57
p_ext_001741,899,17,64,16,3,207.3,788,207.3,1.9675,0.0335,2026-06-03 12:51:57
p_ext_000212,878,68,87,17,3,225.5,789,225.5,1.9607,0.0629,2026-06-03 12:51:57
p_ext_000982,295,23,6,10,1,69.7,790,69.7,1.9589,0.0446,2026-06-03 12:51:57
p_ext_001042,1207,106,125,7,7,312.1,791,312.1,1.9562,0.0627,2026-06-03 12:51:57
p_ext_001726,453,42,38,19,7,118.4,792,118.4,1.9528,0.0692,2026-06-03 12:51:57
p_ext_000280,727,61,49,24,7,183.2,793,183.2,1.9518,0.0592,2026-06-03 12:51:57
p_ext_001621,1157,147,12,85,1,296.1,794,296.1,1.9496,0.0731,2026-06-03 12:51:57
p_ext_001804,699,110,41,36,0,192.3,795,192.3,1.9484,0.0907,2026-06-03 12:51:57
p_ext_001813,975,10,106,24,0,234.6,796,234.6,1.9455,0.0448,2026-06-03 12:51:57
p_ext_001071,400,58,37,26,6,113.7,797,113.7,1.9435,0.0982,2026-06-03 12:51:57
p_ext_000402,395,58,12,23,0,104.6,798,104.6,1.9299,0.0809,2026-06-03 12:51:57
p_ext_001431,327,38,16,12,4,84.0,799,84.0,1.9299,0.0657,2026-06-03 12:51:57
p_ext_001618,931,24,35,7,17,205.3,800,205.3,1.9295,0.0193,2026-06-03 12:51:57
p_ext_000855,665,79,76,25,9,184.5,801,184.5,1.9289,0.0863,2026-06-03 12:51:57
p_ext_001312,821,111,83,26,9,227.6,802,227.6,1.9222,0.0865,2026-06-03 12:51:57
p_ext_001448,547,60,63,28,1,151.9,803,151.9,1.9196,0.0905,2026-06-03 12:51:57
p_ext_001061,987,73,16,26,2,229.3,804,229.3,1.9166,0.0396,2026-06-03 12:51:57
p_ext_000560,522,62,60,33,3,147.6,805,147.6,1.9049,0.097,2026-06-03 12:51:57
p_ext_000561,710,29,74,47,5,182.3,806,182.3,1.9038,0.0673,2026-06-03 12:51:57
p_ext_000469,741,78,82,50,6,206.2,807,206.2,1.8989,0.092,2026-06-03 12:51:57
p_ext_000215,506,63,15,23,1,129.2,808,129.2,1.897,0.068,2026-06-03 12:51:57
p_ext_001837,994,71,106,23,8,256.5,809,256.5,1.895,0.0635,2026-06-03 12:51:57
p_ext_000979,448,40,32,1,4,111.4,810,111.4,1.8901,0.0517,2026-06-03 12:51:57
p_ext_000807,510,72,7,25,0,130.7,811,130.7,1.8867,0.0707,2026-06-03 12:51:57
p_ext_001765,237,8,26,14,3,60.4,812,60.4,1.8865,0.0629,2026-06-03 12:51:57
p_ext_001232,301,12,11,23,5,71.7,813,71.7,1.8865,0.0483,2026-06-03 12:51:57
p_ext_000475,798,63,63,24,8,202.2,814,202.2,1.885,0.0598,2026-06-03 12:51:57
p_ext_000299,354,43,25,21,1,95.4,815,95.4,1.8832,0.0839,2026-06-03 12:51:57
p_ext_000252,461,16,23,28,0,109.5,816,109.5,1.8826,0.0484,2026-06-03 12:51:57
p_ext_000378,368,11,33,24,5,91.6,817,91.6,1.8801,0.0575,2026-06-03 12:51:57
p_ext_000695,1281,180,70,17,18,334.6,818,334.6,1.8777,0.0674,2026-06-03 12:51:57
p_ext_000539,245,26,3,11,3,59.9,819,59.9,1.8768,0.0541,2026-06-03 12:51:57
