behavior_id,user_id,post_id,action_type,action_weight,timestamp,dwell_time,time_period,location,device_type,scene,is_positive,source
b00002196,cm1pYmlZU3BycTJDemFtV2xHZk9wSXVWZ0txTmQ0T3FpNHlpaUppa3k2dTBmNTlzaTVhdmpaTzEyTk9LbzdTbWt0eDhvcGwzakgrWXIySjI=,p_ext_000866,skip,-1,2026-03-12 19:25:57,7,晚上,教学区,tablet,普通浏览,0,expanded
b00022917,u_ext_00254,p_ext_000599,skip,-1,2026-03-12 19:26:57,4,晚上,图书馆,mobile,开学季,0,expanded
b00027690,u_ext_00412,p_ext_000120,skip,-1,2026-03-12 19:33:57,2,晚上,图书馆,tablet,普通浏览,0,expanded
b00012062,dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,2101552196,view,1,2026-03-12 19:34:57,65,晚上,教学区,mobile,晚间学习,1,expanded
b00005010,u_ext_00277,p_ext_001274,view,1,2026-03-12 19:40:57,121,晚上,校外,tablet,午餐时间,1,expanded
b00009757,u_ext_00323,p_ext_000925,expose,0,2026-03-12 19:41:57,0,晚上,食堂区,pc,开学季,0,expanded
b00027899,dDQ1MWk1ZTN4YkIvazY2MmxYcXdvSU8zZktHWWhxWm9tR2RqYVptUnZhN0NwWTJLaDZlM1pwWE9wcFNNWnJSK2twSnJlcGxpa0krTGlXSjI=,p_ext_000731,collect,4,2026-03-12 19:47:57,109,晚上,教学区,pc,晚间学习,1,expanded
b00003312,u_ext_00347,p_ext_001662,skip,-1,2026-03-12 19:48:57,5,晚上,图书馆,mobile,普通浏览,0,expanded
b00026558,u_ext_00303,p_ext_001201,view,1,2026-03-12 20:01:57,33,晚上,食堂区,pc,毕业季,1,expanded
b00008822,u_ext_00498,p_ext_001274,skip,-1,2026-03-12 20:03:57,1,晚上,图书馆,pc,考试周,0,expanded
b00021928,c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,p_ext_000617,like,2,2026-03-12 20:09:57,63,晚上,教学区,tablet,考试周,1,expanded
b00002682,u_ext_00463,p_ext_000341,skip,-1,2026-03-12 20:10:57,1,晚上,食堂区,tablet,普通浏览,0,expanded
b00004756,u_ext_00199,p_ext_001406,skip,-1,2026-03-12 20:15:57,8,晚上,图书馆,mobile,开学季,0,expanded
b00020136,u_ext_00107,p_ext_000290,dislike,-2,2026-03-12 20:50:57,2,晚上,校外,pc,考试周,0,expanded
b00000754,u_ext_00135,p_ext_001479,collect,4,2026-03-12 20:52:57,105,晚上,食堂区,tablet,晚间学习,1,expanded
b00025045,czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,2101539189,skip,-1,2026-03-12 20:55:57,2,晚上,教学区,mobile,毕业季,0,expanded
b00016999,u_ext_00159,p_ext_000534,expose,0,2026-03-12 20:55:57,0,晚上,校外,mobile,晚间学习,0,expanded
b00011818,u_ext_00218,p_ext_000396,like,2,2026-03-12 21:05:57,76,晚上,宿舍区,tablet,午餐时间,1,expanded
b00024395,u_ext_00294,2101560280,skip,-1,2026-03-12 21:08:57,5,晚上,教学区,mobile,毕业季,0,expanded
b00003177,dDJsMWtaYTZ5WG1IdDZxbGdHWEdaWlNvbm1pRWVJU25ocU56YkptT3VkRzdwSFd6aTlDYWg1T3FxcXlXcjhaNWs1S1dxNHAxajJpTGlXSjI=,2101110140,skip,-1,2026-03-12 21:11:57,5,晚上,教学区,tablet,毕业季,0,expanded
b00021283,u_ext_00265,p_ext_000381,skip,-1,2026-03-12 21:20:57,8,晚上,教学区,mobile,晚间学习,0,expanded
b00020272,dzR5RnNJVFFybWFHM0xhNWdudThvNHVuZzdDSmRZU3JnWXA0a28rano5M0ZqM21EbGMzRm5vaXBzWmFVWjVPRGlybU1tWkdJZ0c2WXIySjI=,p_ext_001514,like,2,2026-03-12 21:23:57,127,晚上,教学区,tablet,晚间学习,1,expanded
b00029233,u_ext_00312,p_ext_000644,view,1,2026-03-12 21:33:57,69,晚上,教学区,pc,午餐时间,1,expanded
b00020421,u_ext_00378,p_ext_001766,skip,-1,2026-03-12 21:37:57,8,晚上,食堂区,pc,考试周,0,expanded
b00023634,dUtWc2lJaW9scUtTdWRDNGhubXpaSUMzbm5xRm5wbXdobzJpbzVDbTI5ckVmcHRyaHM2U29KVE8xTkNKWjdTVmxxcWVob3ViaDdDTnIySjI=,p_ext_001951,skip,-1,2026-03-12 21:42:57,4,晚上,教学区,mobile,午餐时间,0,expanded
b00002592,u_ext_00328,p_ext_001322,skip,-1,2026-03-12 21:51:57,5,晚上,教学区,mobile,开学季,0,expanded
b00024433,u_ext_00482,p_ext_001981,skip,-1,2026-03-12 21:54:57,2,晚上,食堂区,mobile,午餐时间,0,expanded
b00011840,u_ext_00206,p_ext_000555,expose,0,2026-03-12 21:54:57,0,晚上,校外,mobile,晚间学习,0,expanded
b00008083,u_ext_00305,p_ext_001355,skip,-1,2026-03-12 22:08:57,3,晚上,宿舍区,mobile,午餐时间,0,expanded
b00025864,dDZPbm8zMlZrb1NEbEsyVWdhQ3doWmE0aElPUW02SjdqYStBc3BlbnZadTFqcU9LZ0tpWnNJUzRzdGFNamRLQWtwV2FtWkZpZklhQ2VXSjI=,2091185831,skip,-1,2026-03-12 22:08:57,3,晚上,教学区,pc,毕业季,0,expanded
b00002382,u_ext_00166,p_ext_001061,skip,-1,2026-03-12 22:19:57,6,晚上,图书馆,mobile,考试周,0,expanded
b00029712,u_ext_00471,p_ext_001444,skip,-1,2026-03-12 22:27:57,6,晚上,校外,pc,开学季,0,expanded
b00027830,u_ext_00355,p_ext_001387,skip,-1,2026-03-12 22:41:57,3,晚上,食堂区,pc,开学季,0,expanded
b00025944,u_ext_00273,p_ext_001202,view,1,2026-03-12 22:59:57,78,晚上,校外,pc,开学季,1,expanded
b00022476,u_ext_00383,p_ext_001923,skip,-1,2026-03-12 23:04:57,4,深夜,食堂区,tablet,考试周,0,expanded
b00003086,u_ext_00155,2101110140,expose,0,2026-03-12 23:06:57,0,深夜,宿舍区,tablet,午餐时间,0,expanded
b00020604,u_ext_00240,p_ext_001959,expose,0,2026-03-12 23:11:57,0,深夜,图书馆,mobile,普通浏览,0,expanded
b00011306,u_ext_00200,p_ext_001831,comment,3,2026-03-12 23:12:57,49,深夜,宿舍区,pc,毕业季,1,expanded
b00026824,u_ext_00409,p_ext_000954,expose,0,2026-03-12 23:12:57,0,深夜,宿舍区,pc,晚间学习,0,expanded
b00018605,u_ext_00472,2101629214,comment,3,2026-03-12 23:49:57,143,深夜,食堂区,mobile,考试周,1,expanded
b00024396,u_ext_00371,p_ext_000464,view,1,2026-03-12 23:57:57,117,深夜,宿舍区,pc,开学季,1,expanded
b00001760,u_ext_00305,p_ext_000519,skip,-1,2026-03-13 00:00:57,6,深夜,宿舍区,tablet,晚间学习,0,expanded
b00029933,u_ext_00301,p_ext_000331,skip,-1,2026-03-13 00:01:57,2,深夜,宿舍区,pc,晚间学习,0,expanded
b00014508,cm82QnJvemRxbW1Va3JuYmpJdXNycFBRaUsrUWlZQjhsWHBqYXBoOXZiQzNmNDJIaHFxdmFZZlB5NVNHamNtdWhxWjBob2llaEpHWHIySjI=,p_ext_000677,skip,-1,2026-03-13 00:16:57,2,深夜,教学区,tablet,开学季,0,expanded
b00002996,u_ext_00470,2101515525,skip,-1,2026-03-13 00:26:57,3,深夜,教学区,tablet,开学季,0,expanded
b00012356,u_ext_00402,p_ext_000194,skip,-1,2026-03-13 00:28:57,7,深夜,宿舍区,pc,午餐时间,0,expanded
b00027487,u_ext_00209,p_ext_001863,skip,-1,2026-03-13 00:32:57,7,深夜,图书馆,mobile,考试周,0,expanded
b00019209,u_ext_00245,2101570789,skip,-1,2026-03-13 00:39:57,5,深夜,教学区,pc,普通浏览,0,expanded
b00017597,u_ext_00490,p_ext_001280,skip,-1,2026-03-13 00:43:57,5,深夜,宿舍区,mobile,普通浏览,0,expanded
b00018040,u_ext_00279,p_ext_001815,skip,-1,2026-03-13 00:50:57,7,深夜,食堂区,pc,普通浏览,0,expanded
b00004918,cm1pYmlZU3BycTJDemFtV2xHZk9wSXVWZ0txTmQ0T3FpNHlpaUppa3k2dTBmNTlzaTVhdmpaTzEyTk9LbzdTbWt0eDhvcGwzakgrWXIySjI=,p_ext_001798,skip,-1,2026-03-13 00:56:57,1,深夜,教学区,pc,开学季,0,expanded
b00028387,u_ext_00363,p_ext_000493,like,2,2026-03-13 01:10:57,42,深夜,宿舍区,pc,普通浏览,1,expanded
b00012028,u_ext_00231,p_ext_001356,skip,-1,2026-03-13 01:11:57,3,深夜,宿舍区,pc,开学季,0,expanded
b00011296,u_ext_00124,p_ext_001809,skip,-1,2026-03-13 01:33:57,5,深夜,校外,mobile,晚间学习,0,expanded
b00001960,cjJtanNZVzdzNHVBcUxYWWlvckthWWpNaDZxTlpKNkdobWlWcTRtUno1bkNzcCt1aWJmTmUzNlYwOXFVcnRhZWxLaDhqcHAzZUsrWHIySjI=,p_ext_000262,view,1,2026-03-13 01:39:57,117,深夜,教学区,mobile,晚间学习,1,expanded
b00000968,u_ext_00287,p_ext_001591,skip,-1,2026-03-13 01:48:57,1,深夜,食堂区,tablet,普通浏览,0,expanded
b00016578,u_ext_00114,p_ext_000982,skip,-1,2026-03-13 01:50:57,5,深夜,宿舍区,mobile,普通浏览,0,expanded
b00003777,u_ext_00118,p_ext_000658,comment,3,2026-03-13 02:00:57,53,深夜,教学区,mobile,普通浏览,1,expanded
b00029147,u_ext_00407,p_ext_000722,skip,-1,2026-03-13 02:04:57,6,深夜,教学区,pc,午餐时间,0,expanded
b00017995,u_ext_00429,p_ext_000748,view,1,2026-03-13 02:09:57,92,深夜,校外,pc,晚间学习,1,expanded
b00009000,u_ext_00403,p_ext_001100,skip,-1,2026-03-13 02:20:57,2,深夜,食堂区,tablet,开学季,0,expanded
b00005294,u_ext_00415,p_ext_001219,skip,-1,2026-03-13 02:30:57,2,深夜,教学区,tablet,晚间学习,0,expanded
b00010247,c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,p_ext_001613,skip,-1,2026-03-13 02:30:57,6,深夜,教学区,mobile,考试周,0,expanded
b00003081,u_ext_00128,p_ext_001179,skip,-1,2026-03-13 02:43:57,8,深夜,图书馆,mobile,毕业季,0,expanded
b00013248,u_ext_00481,p_ext_000796,view,1,2026-03-13 03:00:57,123,深夜,食堂区,tablet,午餐时间,1,expanded
b00017998,u_ext_00472,p_ext_001581,skip,-1,2026-03-13 03:11:57,8,深夜,食堂区,pc,晚间学习,0,expanded
b00027620,u_ext_00453,p_ext_000524,skip,-1,2026-03-13 03:31:57,2,深夜,食堂区,tablet,普通浏览,0,expanded
b00013104,eEk5OXBvZk9tbjk4bE5UVGhYcktwSC9RZEsrRVlwcDlsbWg0Z29xenVKakRmMnh0bEx1eWE0V3BsYzJYZTdobGZwT01pWXVKZ0xLS2lXSjI=,p_ext_001731,skip,-1,2026-03-13 03:39:57,5,深夜,教学区,mobile,晚间学习,0,expanded
b00010686,u_ext_00400,2101559833,skip,-1,2026-03-13 04:02:57,1,深夜,图书馆,pc,普通浏览,0,expanded
b00029920,u_ext_00237,2101585112,skip,-1,2026-03-13 04:12:57,2,深夜,食堂区,mobile,普通浏览,0,expanded
b00006327,dDQ1MWk1ZTN4YkIvazY2MmxYcXdvSU8zZktHWWhxWm9tR2RqYVptUnZhN0NwWTJLaDZlM1pwWE9wcFNNWnJSK2twSnJlcGxpa0krTGlXSjI=,2101635776,view,1,2026-03-13 04:13:57,94,深夜,教学区,pc,毕业季,1,expanded
b00025301,u_ext_00148,p_ext_001788,like,2,2026-03-13 04:19:57,103,深夜,校外,mobile,考试周,1,expanded
b00017132,u_ext_00475,2101610652,skip,-1,2026-03-13 04:21:57,4,深夜,宿舍区,tablet,毕业季,0,expanded
b00009321,u_ext_00189,p_ext_000242,view,1,2026-03-13 04:22:57,15,深夜,教学区,pc,考试周,1,expanded
b00008389,czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,p_ext_001846,view,1,2026-03-13 04:32:57,42,深夜,教学区,mobile,毕业季,1,expanded
b00001471,u_ext_00339,p_ext_000835,skip,-1,2026-03-13 04:37:57,3,深夜,教学区,tablet,普通浏览,0,expanded
b00004817,u_ext_00398,p_ext_000130,expose,0,2026-03-13 04:38:57,0,深夜,宿舍区,tablet,晚间学习,0,expanded
b00027071,cnFSOW81YVRsckNXdXFiTGhHak5ySWpPbm9tR2lJTnJqb3Q3cjRTUHNOeTRwSFd4ZjdpdnJwUFB0cTJOWjdSbmlzK2VwSkY0b211V3IySjI=,p_ext_000408,skip,-1,2026-03-13 04:49:57,2,深夜,教学区,pc,午餐时间,0,expanded
b00024289,c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,p_ext_001165,skip,-1,2026-03-13 04:50:57,5,深夜,教学区,tablet,开学季,0,expanded
b00007137,u_ext_00272,p_ext_000634,expose,0,2026-03-13 04:59:57,0,深夜,宿舍区,mobile,毕业季,0,expanded
b00021251,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJclp1TnZiQzBhR1NoZ05Demg0clExTnFJb2Nab2haS0VmWU5qcW4rT3IySjI=,p_ext_000605,skip,-1,2026-03-13 05:00:57,1,早上,教学区,pc,晚间学习,0,expanded
b00001207,u_ext_00248,p_ext_000272,like,2,2026-03-13 05:05:57,144,早上,宿舍区,pc,考试周,1,expanded
b00022052,eHFPRWJaV25xMnFUemE2bmxtYW5aSmFxZktXWllZaUJtWitJZll0K25OU3Zmbld3aDgydmlZWGNwWkdLbjhhaGg1S2VpSnRqZklHT3IySjI=,2101610306,skip,-1,2026-03-13 05:06:57,6,早上,教学区,pc,午餐时间,0,expanded
b00026660,u_ext_00497,p_ext_000596,view,1,2026-03-13 05:08:57,103,早上,校外,pc,午餐时间,1,expanded
b00004002,u_ext_00340,p_ext_000746,view,1,2026-03-13 05:16:57,90,早上,宿舍区,pc,毕业季,1,expanded
b00019642,u_ext_00383,p_ext_001078,skip,-1,2026-03-13 05:27:57,7,早上,食堂区,tablet,毕业季,0,expanded
b00022506,u_ext_00269,p_ext_000471,skip,-1,2026-03-13 05:31:57,8,早上,宿舍区,mobile,午餐时间,0,expanded
b00028400,u_ext_00298,p_ext_000309,skip,-1,2026-03-13 05:33:57,8,早上,图书馆,tablet,晚间学习,0,expanded
b00029068,u_ext_00227,p_ext_000895,skip,-1,2026-03-13 05:37:57,8,早上,宿舍区,pc,开学季,0,expanded
b00010230,cm95WGhwZTZ1NFNLbE1pNGdaK25aNHJRZUt5YWRvQ2toWXBqczVlQW5KYTBwSW1TZ0x2RVozKzN6TFNDakp0bmxybUFoSmgxa0c2TGlXSjI=,p_ext_001650,skip,-1,2026-03-13 06:13:57,5,早上,教学区,tablet,普通浏览,0,expanded
b00002883,u_ext_00352,p_ext_001962,skip,-1,2026-03-13 06:13:57,8,早上,校外,pc,考试周,0,expanded
b00028239,u_ext_00172,p_ext_001260,skip,-1,2026-03-13 06:15:57,1,早上,教学区,pc,午餐时间,0,expanded
b00028330,cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,p_ext_001308,view,1,2026-03-13 06:19:57,79,早上,教学区,mobile,普通浏览,1,expanded
b00024319,cm11YmY0YlIwWHlHdHJLeG1IbXNoSWZQaUt5SWg1Q0hnV2lMc1lOK3JkVEZhcVp0aU0rN2pZU3F1dG1VWnNhZmxhaC9hNHhrZzdDV3IySjI=,p_ext_001632,skip,-1,2026-03-13 06:23:57,6,早上,教学区,tablet,开学季,0,expanded
b00005801,u_ext_00161,p_ext_001417,skip,-1,2026-03-13 06:34:57,7,早上,教学区,pc,考试周,0,expanded
b00014065,u_ext_00452,p_ext_001880,expose,0,2026-03-13 06:48:57,0,早上,宿舍区,tablet,毕业季,0,expanded
b00022415,dzZXQmdJTzZsckNGdDVXcWZtaWtxSk81aUt1RmlZK3dpcUdhanBxbHZiKzBwWDE5bHFqSXJJS1VxdEdZbjdoN2c5dHJzbzJjaEltS2lXSjI=,p_ext_001731,skip,-1,2026-03-13 06:50:57,3,早上,教学区,mobile,午餐时间,0,expanded
b00005029,u_ext_00439,2101608154,skip,-1,2026-03-13 06:57:57,8,早上,教学区,tablet,毕业季,0,expanded
b00010536,u_ext_00116,p_ext_001192,skip,-1,2026-03-13 07:05:57,5,早上,图书馆,mobile,普通浏览,0,expanded
b00015830,u_ext_00295,p_ext_001730,expose,0,2026-03-13 07:07:57,0,早上,图书馆,mobile,毕业季,0,expanded
b00011620,u_ext_00234,p_ext_000929,skip,-1,2026-03-13 07:19:57,6,早上,食堂区,pc,晚间学习,0,expanded
b00028694,u_ext_00209,p_ext_001307,skip,-1,2026-03-13 07:25:57,4,早上,图书馆,mobile,午餐时间,0,expanded
b00018969,u_ext_00458,p_ext_001612,like,2,2026-03-13 07:28:57,31,早上,图书馆,mobile,午餐时间,1,expanded
b00023328,u_ext_00182,p_ext_000725,view,1,2026-03-13 07:37:57,19,早上,图书馆,pc,午餐时间,1,expanded
b00007550,u_ext_00116,p_ext_000796,skip,-1,2026-03-13 07:40:57,4,早上,图书馆,pc,考试周,0,expanded
b00013274,u_ext_00115,p_ext_001867,view,1,2026-03-13 07:44:57,32,早上,宿舍区,mobile,考试周,1,expanded
b00023557,dFg2QmZJdVZxMzJIMExLemduM1NucE9VbG91Q1laQ1JpM3Q0cW9xT21LbTdnS04vaU16VWE1Yk50cWVOWjhhS2xzK3FiSXljbW4yTnIySjI=,p_ext_001253,skip,-1,2026-03-13 08:03:57,8,早上,教学区,tablet,普通浏览,0,expanded
b00010024,c294NW9veTdwNWVUenJIVGlveTBlNVRQWW1pWW0zaWhpbnVhaEl5a25NQzNqNmRxaTdtdnJJdTV1cW1FaXBlVmdzMTNhb21yZkg2WXIySjI=,p_ext_000407,like,2,2026-03-13 08:34:57,42,早上,教学区,mobile,考试周,1,expanded
b00006028,u_ext_00181,2101506146,collect,4,2026-03-13 08:36:57,222,早上,教学区,mobile,开学季,1,expanded
b00008732,u_ext_00310,p_ext_000605,skip,-1,2026-03-13 08:38:57,1,早上,校外,tablet,毕业季,0,expanded
b00015517,u_ext_00370,p_ext_000999,skip,-1,2026-03-13 08:48:57,5,早上,教学区,mobile,晚间学习,0,expanded
b00014412,u_ext_00313,p_ext_000772,view,1,2026-03-13 09:00:57,12,早上,教学区,tablet,开学季,1,expanded
b00010147,u_ext_00105,p_ext_001173,skip,-1,2026-03-13 09:05:57,6,早上,图书馆,mobile,普通浏览,0,expanded
b00017327,u_ext_00472,2101569317,skip,-1,2026-03-13 09:07:57,8,早上,食堂区,tablet,晚间学习,0,expanded
b00015815,c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXckpwcDE3ZTJpMnlLbGN5YWpJdmJuY0tCbzgxa2dMZWloWTZJcHBHSGlXSjI=,2101536968,skip,-1,2026-03-13 09:10:57,4,早上,教学区,pc,晚间学习,0,expanded
b00014260,u_ext_00409,p_ext_000506,skip,-1,2026-03-13 09:11:57,3,早上,宿舍区,pc,午餐时间,0,expanded
b00025979,u_ext_00418,p_ext_000925,skip,-1,2026-03-13 09:12:57,7,早上,校外,mobile,午餐时间,0,expanded
b00011926,u_ext_00395,p_ext_001557,skip,-1,2026-03-13 09:13:57,8,早上,教学区,mobile,毕业季,0,expanded
b00000125,u_ext_00188,p_ext_000430,skip,-1,2026-03-13 09:14:57,6,早上,食堂区,mobile,午餐时间,0,expanded
b00019604,u_ext_00346,p_ext_001888,view,1,2026-03-13 09:18:57,115,早上,图书馆,pc,考试周,1,expanded
b00012463,u_ext_00487,p_ext_001654,view,1,2026-03-13 09:31:57,65,早上,食堂区,pc,考试周,1,expanded
b00025427,u_ext_00368,p_ext_000169,skip,-1,2026-03-13 09:36:57,3,早上,宿舍区,mobile,午餐时间,0,expanded
b00011343,u_ext_00175,p_ext_001202,view,1,2026-03-13 09:42:57,34,早上,食堂区,tablet,晚间学习,1,expanded
b00024037,u_ext_00203,p_ext_001202,skip,-1,2026-03-13 09:45:57,3,早上,校外,mobile,毕业季,0,expanded
b00004873,u_ext_00103,p_ext_000902,skip,-1,2026-03-13 09:50:57,4,早上,宿舍区,tablet,考试周,0,expanded
b00011776,u_ext_00121,p_ext_001448,skip,-1,2026-03-13 09:58:57,2,早上,宿舍区,tablet,毕业季,0,expanded
b00007776,u_ext_00472,2101576983,skip,-1,2026-03-13 10:03:57,7,早上,食堂区,mobile,毕业季,0,expanded
b00019605,u_ext_00440,p_ext_001420,skip,-1,2026-03-13 10:08:57,6,早上,教学区,pc,开学季,0,expanded
b00001392,u_ext_00247,2101544463,skip,-1,2026-03-13 10:20:57,2,早上,宿舍区,tablet,午餐时间,0,expanded
b00018330,u_ext_00237,p_ext_000650,skip,-1,2026-03-13 10:29:57,4,早上,食堂区,tablet,晚间学习,0,expanded
b00002114,u_ext_00291,p_ext_001608,skip,-1,2026-03-13 10:31:57,4,早上,食堂区,mobile,毕业季,0,expanded
b00002124,u_ext_00429,p_ext_000403,skip,-1,2026-03-13 10:36:57,8,早上,校外,mobile,考试周,0,expanded
b00010816,u_ext_00468,p_ext_000537,like,2,2026-03-13 10:41:57,58,早上,宿舍区,pc,考试周,1,expanded
b00026431,u_ext_00383,p_ext_000459,skip,-1,2026-03-13 10:42:57,1,早上,食堂区,mobile,午餐时间,0,expanded
b00016641,u_ext_00427,p_ext_001941,skip,-1,2026-03-13 11:10:57,7,中午,校外,tablet,晚间学习,0,expanded
b00028233,u_ext_00265,p_ext_001640,comment,3,2026-03-13 11:10:57,64,中午,教学区,pc,开学季,1,expanded
b00002209,u_ext_00243,p_ext_001343,skip,-1,2026-03-13 11:25:57,6,中午,校外,pc,考试周,0,expanded
b00001931,u_ext_00222,p_ext_000611,view,1,2026-03-13 11:26:57,33,中午,食堂区,tablet,晚间学习,1,expanded
b00018904,u_ext_00412,p_ext_001449,view,1,2026-03-13 11:46:57,134,中午,图书馆,tablet,毕业季,1,expanded
b00005287,u_ext_00306,p_ext_000427,skip,-1,2026-03-13 11:59:57,4,中午,食堂区,mobile,普通浏览,0,expanded
b00027566,u_ext_00273,2091185831,skip,-1,2026-03-13 12:09:57,5,中午,校外,pc,考试周,0,expanded
b00024631,u_ext_00389,2101513711,skip,-1,2026-03-13 12:16:57,5,中午,校外,mobile,毕业季,0,expanded
b00009152,eFdsOWtZeXAwWDZWenE3UGpHWE9vWDZxZEpDT2Q2S0FtWXQ0cklGcms1ckdvNSt5ZlpTN2tJZVVycnFBWnFTbGs2cWFpWnlmaUh5SGlXSjI=,p_ext_001092,skip,-1,2026-03-13 12:22:57,1,中午,教学区,mobile,开学季,0,expanded
b00004855,u_ext_00490,p_ext_000589,skip,-1,2026-03-13 12:29:57,4,中午,宿舍区,mobile,开学季,0,expanded
b00024531,u_ext_00420,2101506544,skip,-1,2026-03-13 12:40:57,5,中午,教学区,mobile,午餐时间,0,expanded
b00005162,cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,p_ext_001827,comment,3,2026-03-13 12:46:57,132,中午,教学区,mobile,毕业季,1,expanded
b00007766,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,2101110140,expose,0,2026-03-13 12:54:57,0,中午,教学区,tablet,毕业季,0,expanded
b00021694,u_ext_00287,p_ext_000133,skip,-1,2026-03-13 13:05:57,8,中午,食堂区,pc,毕业季,0,expanded
b00005369,u_ext_00256,2101515525,skip,-1,2026-03-13 13:09:57,4,中午,图书馆,tablet,毕业季,0,expanded
b00004136,u_ext_00219,p_ext_001499,skip,-1,2026-03-13 13:37:57,5,中午,食堂区,mobile,开学季,0,expanded
b00011257,u_ext_00111,2101556378,skip,-1,2026-03-13 13:53:57,4,中午,校外,tablet,毕业季,0,expanded
b00028394,eHFPRWJaV25xMnFUemE2bmxtYW5aSmFxZktXWllZaUJtWitJZll0K25OU3Zmbld3aDgydmlZWGNwWkdLbjhhaGg1S2VpSnRqZklHT3IySjI=,p_ext_001794,skip,-1,2026-03-13 14:05:57,4,下午,教学区,pc,晚间学习,0,expanded
b00002121,u_ext_00480,p_ext_001864,skip,-1,2026-03-13 14:08:57,6,下午,教学区,mobile,开学季,0,expanded
b00025121,u_ext_00485,p_ext_001949,skip,-1,2026-03-13 14:10:57,2,下午,校外,tablet,开学季,0,expanded
b00028762,dEk5a2duK3JxcStJcVpYUWhtYThqWVdwbGE2TmRtdU9pSDJhcEllUnBkRzdmWUN4ZjVXcWFaS3F6OWlJZkphdGZaT2FiSnBpakxLR2lXSjI=,p_ext_001074,skip,-1,2026-03-13 14:18:57,7,下午,教学区,tablet,毕业季,0,expanded
b00022111,u_ext_00119,p_ext_001212,like,2,2026-03-13 14:32:57,22,下午,宿舍区,pc,开学季,1,expanded
b00026890,u_ext_00149,p_ext_000245,view,1,2026-03-13 14:39:57,25,下午,宿舍区,mobile,晚间学习,1,expanded
b00022754,u_ext_00278,p_ext_001494,like,2,2026-03-13 14:45:57,159,下午,图书馆,mobile,毕业季,1,expanded
b00013130,u_ext_00371,p_ext_000703,skip,-1,2026-03-13 14:49:57,8,下午,宿舍区,mobile,开学季,0,expanded
b00004596,c21xQXM0dk5wNnVIdVptNWhXYThmMytuZ0tPRW4zaWtpSXByajVkK3FOKzBzbjJ4aGM2V25vV25uYytOamJTQ2Y3bXFoWkY0WjMrSWlXSjI=,p_ext_001036,view,1,2026-03-13 14:50:57,12,下午,教学区,pc,午餐时间,1,expanded
b00008209,dXFLSmlwYW5zNnlVa3FxM2xtVzRycGE0ZDIyT2VZeG9sMmlBb1psOG05N0RrSWh1Z2Flam9aV1UwTmlVcjZPdGk2aWhzSnQ1Z0hxRmlXSjI=,p_ext_000701,like,2,2026-03-13 14:57:57,70,下午,教学区,mobile,普通浏览,1,expanded
b00006460,u_ext_00490,p_ext_001134,skip,-1,2026-03-13 15:32:57,4,下午,宿舍区,mobile,午餐时间,0,expanded
b00016670,u_ext_00228,p_ext_000737,skip,-1,2026-03-13 15:37:57,1,下午,校外,pc,午餐时间,0,expanded
b00010794,cm1pYmlZU3BycTJDemFtV2xHZk9wSXVWZ0txTmQ0T3FpNHlpaUppa3k2dTBmNTlzaTVhdmpaTzEyTk9LbzdTbWt0eDhvcGwzakgrWXIySjI=,p_ext_000992,skip,-1,2026-03-13 16:29:57,2,下午,教学区,pc,午餐时间,0,expanded
b00028834,u_ext_00337,p_ext_000366,skip,-1,2026-03-13 16:49:57,3,下午,食堂区,tablet,晚间学习,0,expanded
